FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_82f,5180539,POINT (16.331601187384653 48.212407991521665),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_830,5179669,POINT (16.445067767857687 48.27171779967724),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_831,5179670,POINT (16.387227343117846 48.18686564523416),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_832,5179671,POINT (16.387037104000342 48.18807449450778),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_833,5179672,POINT (16.24978200873216 48.21814103747366),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_834,5179673,POINT (16.39049948752371 48.1424727941782),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_835,5179674,POINT (16.40299000786113 48.1648410032982),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_836,5179675,POINT (16.408115797707545 48.134991824942446),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_837,5179676,POINT (16.420117240690487 48.1321786821355),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_838,5179677,POINT (16.398340145393867 48.14689816540927),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_839,5179678,POINT (16.400885803807462 48.147985278303764),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_83a,5179679,POINT (16.398998636857254 48.15025609286673),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_83b,5179680,POINT (16.406869914439138 48.145577969184025),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_83c,5179681,POINT (16.40562432611795 48.148382872169556),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_83d,5179682,POINT (16.40556025875941 48.145571570398104),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_83e,5179683,POINT (16.38353666374356 48.26990627645899),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_83f,5179684,POINT (16.383309178449636 48.26878591498934),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_840,5179685,POINT (16.325950550354793 48.16651029351254),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_841,5179686,POINT (16.353900573402782 48.221498953751905),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_842,5179687,POINT (16.3131426469112 48.20916352165886),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_843,5179688,POINT (16.33282489359402 48.21357183664728),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_844,5179689,POINT (16.304460002152574 48.20871419796961),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_845,5179690,POINT (16.331781036456153 48.210637699656175),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_846,5179691,POINT (16.334129649232004 48.205984825376056),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_847,5179692,POINT (16.3341546842838 48.20572333017574),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_848,5179693,POINT (16.312567607211616 48.21561952639963),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_849,5179694,POINT (16.404133609036315 48.14561762446782),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_84a,5179695,POINT (16.401478955329207 48.14681280937121),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_84b,5179696,POINT (16.405434318750856 48.148485671291795),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_84c,5179697,POINT (16.400599597041435 48.150751113585876),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_84d,5179698,POINT (16.400488484132946 48.150818414992386),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_84e,5179699,POINT (16.406485455558236 48.14484587031396),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_84f,5179700,POINT (16.40661372043468 48.145059368482656),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_850,5179701,POINT (16.406685227215643 48.14498582790823),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_851,5179702,POINT (16.40492433002999 48.143765649846266),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_852,5179703,POINT (16.404249324760166 48.14341099046888),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_853,5179704,POINT (16.403961063290446 48.14322836823631),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_854,5179705,POINT (16.403500928551356 48.14325522689828),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_855,5179706,POINT (16.399462800490543 48.148707997105404),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_856,5179707,POINT (16.400928714508474 48.151162640080365),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_857,5179708,POINT (16.356760672729266 48.24566472810089),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_858,5179709,POINT (16.356853694020337 48.245724162114975),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_859,5179710,POINT (16.285849515131545 48.19644198581011),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_85a,5179711,POINT (16.256139069799335 48.20249008066775),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_85b,5179712,POINT (16.218351254745784 48.21704274341765),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_85c,5179713,POINT (16.217751281995955 48.21663361847848),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_85d,5179398,POINT (16.307277652360444 48.201067218037416),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_85e,5179399,POINT (16.351224259796556 48.18072845959692),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_85f,5179400,POINT (16.36280033799257 48.18783933872889),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_860,5179401,POINT (16.360126671836635 48.18657104804636),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_861,5179402,POINT (16.380060636749906 48.1765090697673),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_862,5179403,POINT (16.347319456685128 48.18236056811711),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_863,5179404,POINT (16.379464538738464 48.17662559953365),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_864,5179405,POINT (16.348910915267727 48.180694208563786),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_865,5179406,POINT (16.307545372965393 48.20127879822602),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_866,5179407,POINT (16.348066484210594 48.18123613871157),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_867,5179408,POINT (16.312904179416456 48.12862350522361),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_868,5179409,POINT (16.472383253533234 48.246022192245405),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_869,5179410,POINT (16.30257742345387 48.19621205164657),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_86a,5179411,POINT (16.352401417941063 48.19415419255461),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_86b,5179412,POINT (16.2611129134391 48.19554004226138),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_86c,5179413,POINT (16.36066732440423 48.25385884128405),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_86d,5179414,POINT (16.40531103654364 48.24077359270452),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_86e,5179415,POINT (16.3265376938684 48.1649173586425),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_86f,5179416,POINT (16.38863113841015 48.176945752436396),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_870,5179417,POINT (16.38630429107405 48.17819925986466),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_871,5179418,POINT (16.31952856143232 48.21285954991798),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_872,5179419,POINT (16.2854250664247 48.19508060734238),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_873,5179420,POINT (16.43181492190888 48.288184523728724),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_874,5179421,POINT (16.337576164795117 48.2345763048862),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_875,5179422,POINT (16.324779893611808 48.22553321332578),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_876,5179423,POINT (16.460764773408556 48.231397273823625),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_877,5179424,POINT (16.34852289419292 48.194768564343995),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_878,5179425,POINT (16.410482578332203 48.236831265326764),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_879,5179426,POINT (16.419239433441366 48.23901242239843),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_87a,5179427,POINT (16.274385785620844 48.19737194789678),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_87b,5179428,POINT (16.3081086402443 48.222163515751134),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_87c,5179429,POINT (16.33136092263204 48.23466647179516),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_87d,5179430,POINT (16.323986661952606 48.22456960307289),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_87e,5179431,POINT (16.289360697752358 48.17991570100909),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_87f,5179432,POINT (16.289435743905702 48.18008185515952),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_880,5179433,POINT (16.358135696873987 48.25260084751094),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_881,5179434,POINT (16.357521378093708 48.252004546349504),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_882,5179435,POINT (16.35693929743902 48.25381604514738),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_883,5179436,POINT (16.462215493136732 48.15715541649431),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_884,5179437,POINT (16.33646924958976 48.23467898887595),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_885,5179438,POINT (16.462426611363508 48.15634651425388),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_886,5179439,POINT (16.462703995709845 48.15723926213502),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_887,5179440,POINT (16.303448186852414 48.19616663624258),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_888,5179441,POINT (16.47551592737004 48.238714669012076),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_889,5179442,POINT (16.473711546780624 48.23990097254448),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_88a,5179443,POINT (16.47378648576936 48.239932177093614),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_88b,5179444,POINT (16.473710029353423 48.23996162043033),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_88c,5179445,POINT (16.381781163890594 48.203708981801064),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_88d,5179446,POINT (16.37988902462765 48.20204103866759),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_88e,5179447,POINT (16.4052585698593 48.23840585233383),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_88f,5179448,POINT (16.4171837368943 48.238059255247485),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_890,5179449,POINT (16.33428032994553 48.2361625050363),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_891,5179450,POINT (16.35034503377153 48.21267720544509),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_892,5179451,POINT (16.3596325905593 48.2158500524387),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_893,5179452,POINT (16.333800273893733 48.18669790848541),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_894,5179453,POINT (16.3878365913345 48.15783174834292),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_895,5179454,POINT (16.334073357753628 48.23678864942491),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_896,5179455,POINT (16.47358731342621 48.239646955577264),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_897,5179456,POINT (16.321134477804293 48.19030560787246),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_898,5179457,POINT (16.349795388311495 48.232468899610225),Hundetrinkbrunnen,2,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_899,5179458,POINT (16.333708197444967 48.234233338817766),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_89a,5179459,POINT (16.33636630293774 48.235783985546476),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_89b,5179460,POINT (16.445089347369258 48.26970187683418),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_89c,5179461,POINT (16.4437515756708 48.286025807935346),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_89d,5179462,POINT (16.392253397585232 48.25916492667034),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_89e,5179463,POINT (16.339403705283924 48.17821133398311),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_89f,5179464,POINT (16.386881621328097 48.15272059063457),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a0,5179465,POINT (16.329945099096108 48.23424345096168),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a1,5179466,POINT (16.385775503625002 48.14610980808619),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a2,5179467,POINT (16.45580928096493 48.25744794348077),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a3,5179468,POINT (16.474208410720276 48.24065867456151),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a4,5179469,POINT (16.39682626281152 48.204928743462794),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a5,5179470,POINT (16.33689539672216 48.23425219209305),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a6,5179471,POINT (16.327460314431082 48.16486890736211),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a7,5179472,POINT (16.296500269488284 48.142266464764255),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a8,5179473,POINT (16.364416063178734 48.21777778866117),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8a9,5179474,POINT (16.351629887572617 48.153363317171646),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8aa,5179475,POINT (16.334952950742533 48.21355891211827),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ab,5179476,POINT (16.341166297240093 48.207450977429986),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ac,5179477,POINT (16.34065475098269 48.207649477590756),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ad,5179478,POINT (16.415220878617333 48.29132883025224),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ae,5179479,POINT (16.319280224475545 48.1966535453632),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8af,5179480,POINT (16.31907483948172 48.196455259323585),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b0,5179481,POINT (16.4368315785569 48.18832742244556),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b1,5179482,POINT (16.41057566447294 48.23675059148812),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b2,5179483,POINT (16.397082193974416 48.2252784288575),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b3,5179484,POINT (16.327795113508685 48.182242361419725),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b4,5179485,POINT (16.32736995122627 48.182304077527334),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b5,5179486,POINT (16.38234806908655 48.16949535831445),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b6,5179487,POINT (16.368300594473386 48.170834024416244),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b7,5179488,POINT (16.289856163398618 48.180252476105714),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b8,5179489,POINT (16.331789180145247 48.23616455129154),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8b9,5179490,POINT (16.411132632423506 48.173507023179646),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ba,5179491,POINT (16.41939893404973 48.23906641495287),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8bb,5179492,POINT (16.367975529964347 48.22054961837061),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8bc,5179493,POINT (16.288931357119804 48.137336256546654),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8bd,5179494,POINT (16.525980038619462 48.21353500571411),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8be,5179495,POINT (16.403820362525497 48.19598160272715),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8bf,5179496,POINT (16.40030640839044 48.220542476976306),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c0,5179497,POINT (16.457471562937776 48.25181988112377),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c1,5179498,POINT (16.33238299934228 48.17643479707296),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c2,5179499,POINT (16.385813164890237 48.22506043705337),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c3,5179500,POINT (16.378867286107877 48.17365954720079),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c4,5179501,POINT (16.33832603253553 48.20192855224163),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c5,5179502,POINT (16.338304305292784 48.201934458495245),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c6,5179503,POINT (16.338284575675466 48.20193805885283),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c7,5179504,POINT (16.40725224037504 48.255263652741924),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c8,5179505,POINT (16.381692199345647 48.24508465503816),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8c9,5179506,POINT (16.30471892221395 48.21391027114499),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ca,5179507,POINT (16.305995433273146 48.19842340095172),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8cb,5179508,POINT (16.305975934187174 48.19842687082184),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8cc,5179509,POINT (16.306015093778726 48.19841993022116),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8cd,5179510,POINT (16.305900234859703 48.19789375249436),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8ce,5179511,POINT (16.306152470067385 48.197974309251215),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8cf,5179512,POINT (16.41013702295351 48.23202094649259),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d0,5179513,POINT (16.409352446911278 48.23196072856896),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d1,5179514,POINT (16.380413269884833 48.20638393545385),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d2,5179515,POINT (16.382725077176644 48.1865209413581),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d3,5179516,POINT (16.390371013780566 48.197980144161),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d4,5179517,POINT (16.34350514510292 48.188084760263514),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d5,5179518,POINT (16.358064740045933 48.22705894313876),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d6,5179519,POINT (16.36068174142135 48.21448449358079),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d7,5179520,POINT (16.380727384479115 48.244745550893484),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d8,5179521,POINT (16.3819211478791 48.18215604305762),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8d9,5179522,POINT (16.33970077011541 48.18151227972015),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8da,5179523,POINT (16.318457489273232 48.18914057315302),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8db,5179524,POINT (16.30746874027406 48.22133236745999),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8dc,5179525,POINT (16.33885900467802 48.22642783573194),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8dd,5179526,POINT (16.501001544684392 48.22382674617323),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8de,5179527,POINT (16.424628349885726 48.22574761127649),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8df,5179528,POINT (16.377269035039706 48.20203218547537),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e0,5179529,POINT (16.405096094785428 48.21696329115908),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e1,5179530,POINT (16.350778155201773 48.18581874002831),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e2,5179531,POINT (16.35117266429928 48.21217981591814),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e3,5179532,POINT (16.345473129864608 48.21110733834547),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e4,5179533,POINT (16.344823196935447 48.21128706975643),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e5,5179534,POINT (16.345571221640785 48.21124431696449),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e6,5179535,POINT (16.35120890601989 48.20746396490633),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e7,5179536,POINT (16.330355191857926 48.223203966719964),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_8e8,5179537,POINT (16.41720977778879 48.199180482536164),Trinkbrunnen,4,
